_unit_id	_created_at	_golden	_id	_missed	_started_at	_tainted	_channel	_trust	_worker_id	_country	_region	_city	_ip	airline_sentiment	negativereason	airline	airline_sentiment_gold	name	negativereason_gold	retweet_count	text	tweet_coord	tweet_created	tweet_id	tweet_location	user_timezone	predicted_sentiment
681459541	2/25/2015 00:47:30	True	1574848234		2/25/2015 00:44:56	False	clixsense	0.7297	28633712	VEN			186.91.141.213	negative	lostluggae	Delta	negative	edgarsantana	"lostluggae
damagedluggage"	0	@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail		18/2/2015 14:57	5.68e+17	ÜT: 40.96513,-73.872957	Eastern Time (US & Canada)	negative
681459541	2/25/2015 00:49:56	True	1574850406		2/25/2015 00:48:37	False	neodev	0.8108	21456214	SRB			109.92.163.20	negative	lostluggae	Delta	negative	edgarsantana	"lostluggae
damagedluggage"	0	@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail		18/2/2015 14:57	5.68e+17	ÜT: 40.96513,-73.872957	Eastern Time (US & Canada)	negative
681459541	2/25/2015 00:50:42	True	1574851138		2/25/2015 00:47:54	False	neodev	0.7	31695278	CHL	12	Santiago	186.79.134.10	negative	damagedluggage	Delta	negative	edgarsantana	"lostluggae
damagedluggage"	0	@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail		18/2/2015 14:57	5.68e+17	ÜT: 40.96513,-73.872957	Eastern Time (US & Canada)	negative
681459541	2/25/2015 00:50:44	True	1574851198		2/25/2015 00:49:28	False	elite	0.8438	31378653	BIH	1	Sarajevo	80.80.36.146	negative	lostluggae	Delta	negative	edgarsantana	"lostluggae
damagedluggage"	0	@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail		18/2/2015 14:57	5.68e+17	ÜT: 40.96513,-73.872957	Eastern Time (US & Canada)	negative
681459541	2/25/2015 00:51:16	True	1574851637		2/25/2015 00:50:10	False	zoombucks	0.9189	4688131	CAN	BC	Vancouver	75.156.91.114	negative	lostluggae	Delta	negative	edgarsantana	"lostluggae
damagedluggage"	0	@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail		18/2/2015 14:57	5.68e+17	ÜT: 40.96513,-73.872957	Eastern Time (US & Canada)	negative
681459541	2/25/2015 00:51:28	True	1574851879		2/25/2015 00:50:07	False	neodev	0.8919	18881135	CAN	ON	Ajax	99.243.87.224	negative	lostluggae	Delta	negative	edgarsantana	"lostluggae
damagedluggage"	0	@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail		18/2/2015 14:57	5.68e+17	ÜT: 40.96513,-73.872957	Eastern Time (US & Canada)	negative
681459541	2/25/2015 00:56:58	True	1574857778		2/25/2015 00:49:37	False	neodev	0.7	17414453	PRT	17	Porto	93.108.160.162	negative	lostluggae	Delta	negative	edgarsantana	"lostluggae
damagedluggage"	0	@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail		18/2/2015 14:57	5.68e+17	ÜT: 40.96513,-73.872957	Eastern Time (US & Canada)	negative
681459541	2/25/2015 00:57:24	True	1574858320		2/25/2015 00:56:47	False	elite	0.913	29025907	GBR	K7	Reading	81.155.27.120	negative	damagedluggage	Delta	negative	edgarsantana	"lostluggae
damagedluggage"	0	@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail		18/2/2015 14:57	5.68e+17	ÜT: 40.96513,-73.872957	Eastern Time (US & Canada)	negative
681459541	2/25/2015 01:00:11	True	1574862337		2/25/2015 00:38:29	False	neodev	0.8485	25222001	PHL	K1	Las Piñas City	121.54.44.144	negative	lostluggae	Delta	negative	edgarsantana	"lostluggae
damagedluggage"	0	@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail		18/2/2015 14:57	5.68e+17	ÜT: 40.96513,-73.872957	Eastern Time (US & Canada)	negative
681459541	2/25/2015 01:00:36	True	1574862915		2/25/2015 00:59:31	False	clixsense	0.8649	24204845	GBR	L9	Sheffield	86.175.250.74	negative	lostluggae	Delta	negative	edgarsantana	"lostluggae
damagedluggage"	0	@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail		18/2/2015 14:57	5.68e+17	ÜT: 40.96513,-73.872957	Eastern Time (US & Canada)	negative
681459541	2/25/2015 01:01:13	True	1574863863		2/25/2015 00:52:48	False	elite	0.8108	30751791	PHL	F2	Quezon City	49.144.189.199	negative	lostluggae	Delta	negative	edgarsantana	"lostluggae
damagedluggage"	0	@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail		18/2/2015 14:57	5.68e+17	ÜT: 40.96513,-73.872957	Eastern Time (US & Canada)	negative
